question_type,lesson_title,prompt,prompt_image,prompt_audio,correct_answer,option_1,option_2,option_3,option_4,count_emoji_or_image,target_count,target_word,pair_1_left,pair_1_right,pair_2_left,pair_2_right,pair_3_left,pair_3_right
multiple_choice,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Pin, Win, Bin, and Fin all end with...?,in_q6.webp,audio_in6.mp3,1,-IN,-AN,-OP,,,1,,,,,,,
count_objects,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Count 5 safety pins in the -in family!,in_count1.webp,audio_in7.mp3,1,5,3,4,,📌,5,,,,,,,
count_objects,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Count 3 dustbins on the path!,in_count2.webp,audio_in8.mp3,1,3,2,4,,🗑️,3,,,,,,,
count_objects,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Count 2 fish fins in the water!,in_count3.webp,audio_in9.mp3,1,2,1,4,,🐟,2,,,,,,,
speak_repeat,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Say out loud clearly: PIN WIN BIN FIN TIN ALL RHYME WITH IN!,speak_in1.webp,audio_in10.mp3,1,Pin Win Bin Fin Tin All Rhyme With In,,,,,,Pin Win Bin Fin Tin All Rhyme With In,,,,,,,
speak_repeat,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Say out loud clearly: PUT THE TIN IN THE BIN TO WIN!,speak_in2.webp,audio_in11.mp3,1,Put The Tin In The Bin To Win,,,,,,Put The Tin In The Bin To Win,,,,,,,
matching,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Match -in family rhyming words!,,,1,,,,,,,,Pin 📌,WIN,Bin 🗑️,TIN,Fin 🐟,FIN
matching,PP2-ENG-1.1.3_IN_Word_Family_Pin_Win_Bin,Match -in words to pictures!,,,1,,,,,,,,Pin,📌,Bin,🗑️,Fin,🐟
multiple_choice,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Which word belongs to the -op family and cleans the floor?,op_q1.webp,audio_op1.mp3,1,MOP,MAP,MUG,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Which spinning toy belongs to the -op family?,op_q2.webp,audio_op2.mp3,1,TOP,BALL,KITE,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Which jumping action belongs to the -op family?,op_q3.webp,audio_op3.mp3,1,HOP,RUN,WALK,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Which word describes a balloon bursting sound?,op_q4.webp,audio_op4.mp3,1,POP,BANG,SNAP,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Which police officer word belongs to the -op family?,op_q5.webp,audio_op5.mp3,1,COP,MAN,GUARD,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Mop, Top, Hop, and Pop all end with...?,op_q6.webp,audio_op6.mp3,1,-OP,-OT,-UG,,,1,,,,,,,
count_objects,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Count 3 floor mops in the -op family!,op_count1.webp,audio_op7.mp3,1,3,2,4,,🧹,3,,,,,,,
count_objects,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Count 4 spinning tops!,op_count2.webp,audio_op8.mp3,1,4,3,5,,🪀,4,,,,,,,
count_objects,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Count 2 frogs hopping!,op_count3.webp,audio_op9.mp3,1,2,1,3,,🐸,2,,,,,,,
speak_repeat,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Say out loud clearly: MOP TOP HOP POP COP ALL RHYME WITH OP!,speak_op1.webp,audio_op10.mp3,1,Mop Top Hop Pop Cop All Rhyme With Op,,,,,,Mop Top Hop Pop Cop All Rhyme With Op,,,,,,,
speak_repeat,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Say out loud clearly: HOP TO THE TOP WITH A MOP!,speak_op2.webp,audio_op11.mp3,1,Hop To The Top With A Mop,,,,,,Hop To The Top With A Mop,,,,,,,
matching,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Match -op family rhyming words!,,,1,,,,,,,,Mop 🧹,TOP,Hop 🐸,POP,Cop 👮,MOP
matching,PP2-ENG-1.1.4_OP_Word_Family_Mop_Top_Hop,Match -op words to pictures!,,,1,,,,,,,,Mop,🧹,Top,🪀,Hop,🐸
multiple_choice,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Which word belongs to the -ug family and crawls on leaves?,ug_q1.webp,audio_ug1.mp3,1,BUG,BIG,BAG,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Which drink cup belongs to the -ug family?,ug_q2.webp,audio_ug2.mp3,1,MUG,CUP,PAN,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Which floor mat word belongs to the -ug family?,ug_q3.webp,audio_ug3.mp3,1,RUG,MAT,BOX,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Which warm embrace word belongs to the -ug family?,ug_q4.webp,audio_ug4.mp3,1,HUG,LOVE,KISS,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Which water pitcher belongs to the -ug family?,ug_q5.webp,audio_ug5.mp3,1,JUG,JAR,POT,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Bug, Mug, Rug, and Hug all end with...?,ug_q6.webp,audio_ug6.mp3,1,-UG,-UT,-OP,,,1,,,,,,,
count_objects,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Count 5 small bugs in the -ug family!,ug_count1.webp,audio_ug7.mp3,1,5,3,4,,🐛,5,,,,,,,
count_objects,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Count 3 warm coffee mugs!,ug_count2.webp,audio_ug8.mp3,1,3,2,4,,☕,3,,,,,,,
count_objects,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Count 2 floor rugs!,ug_count3.webp,audio_ug9.mp3,1,2,1,3,,🪵,2,,,,,,,
speak_repeat,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Say out loud clearly: BUG MUG RUG HUG JUG ALL RHYME WITH UG!,speak_ug1.webp,audio_ug10.mp3,1,Bug Mug Rug Hug Jug All Rhyme With Ug,,,,,,Bug Mug Rug Hug Jug All Rhyme With Ug,,,,,,,
speak_repeat,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Say out loud clearly: A BUG ON A MUG ON A RUG!,speak_ug2.webp,audio_ug11.mp3,1,A Bug On A Mug On A Rug,,,,,,A Bug On A Mug On A Rug,,,,,,,
matching,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Match -ug family rhyming words!,,,1,,,,,,,,Bug 🐛,MUG,Rug 🪵,HUG,Jug 🏺,BUG
matching,PP2-ENG-1.1.5_UG_Word_Family_Bug_Mug_Rug,Match -ug words to pictures!,,,1,,,,,,,,Bug,🐛,Mug,☕,Rug,🪵
multiple_choice,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Which digraph letters make the /sh/ sound?,sh_q1.webp,audio_sh1.mp3,1,SH,CH,TH,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Which word starts with SH sound and sells goods?,sh_q2.webp,audio_sh2.mp3,1,SHOP,CHIP,THIN,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Which large boat word starts with SH?,sh_q3.webp,audio_sh3.mp3,1,SHIP,BOAT,VAN,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Which swimming animal ends with SH sound?,sh_q4.webp,audio_sh4.mp3,1,FISH,CAT,DOG,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Which food plate word ends with SH sound?,sh_q5.webp,audio_sh5.mp3,1,DISH,CUP,POT,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Which sea object starts with SH sound?,sh_q6.webp,audio_sh6.mp3,1,SHELL,ROCK,SAND,,,1,,,,,,,
count_objects,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Count 3 big ships sailing the sea!,sh_count1.webp,audio_sh7.mp3,1,3,2,4,,🚢,3,,,,,,,
count_objects,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Count 5 swimming fish with SH sound!,sh_count2.webp,audio_sh8.mp3,1,5,3,4,,🐟,5,,,,,,,
count_objects,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Count 4 sea shells on the beach!,sh_count3.webp,audio_sh9.mp3,1,4,2,5,,🐚,4,,,,,,,
speak_repeat,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Say out loud clearly: SH SAYS /sh/ LIKE IN SHOP SHIP AND FISH!,speak_sh1.webp,audio_sh10.mp3,1,SH Says /sh/ Like In Shop Ship And Fish,,,,,,SH Says /sh/ Like In Shop Ship And Fish,,,,,,,
speak_repeat,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Say out loud clearly: A FISH AND A SHELL ON A BIG SHIP!,speak_sh2.webp,audio_sh11.mp3,1,A Fish And A Shell On A Big Ship,,,,,,A Fish And A Shell On A Big Ship,,,,,,,
matching,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Match SH digraph words!,,,1,,,,,,,,Shop 🏪,SHOP,Ship 🚢,SHIP,Fish 🐟,FISH
matching,PP2-ENG-1.1.6_SH_Digraph_Shop_Ship_Fish,Match SH digraph pictures!,,,1,,,,,,,,Ship,🚢,Fish,🐟,Shell,🐚
multiple_choice,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Which digraph letters make the /ch/ sound?,ch_q1.webp,audio_ch1.mp3,1,CH,SH,TH,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Which snack word starts with CH sound?,ch_q2.webp,audio_ch2.mp3,1,CHIP,SHOP,THIN,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Which action word for cutting wood starts with CH?,ch_q3.webp,audio_ch3.mp3,1,CHOP,CUT,RUN,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Which seat word ends with CH sound?,ch_q4.webp,audio_ch4.mp3,1,BENCH,CHAIR,DESK,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Which seat word starts with CH sound?,ch_q5.webp,audio_ch5.mp3,1,CHAIR,BENCH,TABLE,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Which face body part below the mouth starts with CH?,ch_q6.webp,audio_ch6.mp3,1,CHIN,NOSE,EYE,,,1,,,,,,,
count_objects,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Count 4 crunchy chips!,ch_count1.webp,audio_ch7.mp3,1,4,2,5,,🍟,4,,,,,,,
count_objects,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Count 2 park benches with CH sound!,ch_count2.webp,audio_ch8.mp3,1,2,1,3,,🪑,2,,,,,,,
count_objects,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Count 3 wooden chairs!,ch_count3.webp,audio_ch9.mp3,1,3,2,4,,🪑,3,,,,,,,
speak_repeat,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Say out loud clearly: CH SAYS /ch/ LIKE IN CHIP CHOP AND BENCH!,speak_ch1.webp,audio_ch10.mp3,1,CH Says /ch/ Like In Chip Chop And Bench,,,,,,CH Says /ch/ Like In Chip Chop And Bench,,,,,,,
speak_repeat,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Say out loud clearly: CHOP THE WOOD AND SIT ON THE BENCH!,speak_ch2.webp,audio_ch11.mp3,1,Chop The Wood And Sit On The Bench,,,,,,Chop The Wood And Sit On The Bench,,,,,,,
matching,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Match CH digraph words!,,,1,,,,,,,,Chip 🍟,CHIP,Chair 🪑,CHAIR,Bench 🪑,BENCH
matching,PP2-ENG-1.1.7_CH_Digraph_Chip_Chop_Bench,Match CH digraph pictures!,,,1,,,,,,,,Chip,🍟,Chair,🪑,Bench,🪑
multiple_choice,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Which digraph letters make the /th/ sound?,th_q1.webp,audio_th1.mp3,1,TH,SH,CH,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Which opposite word for fat starts with TH?,th_q2.webp,audio_th2.mp3,1,THIN,FAT,BIG,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Which opposite word for thin starts with TH?,th_q3.webp,audio_th3.mp3,1,THICK,SLIM,SMALL,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Which walking trail word ends with TH sound?,th_q4.webp,audio_th4.mp3,1,PATH,ROAD,WAY,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Which washing tub word ends with TH sound?,th_q5.webp,audio_th5.mp3,1,BATH,TUB,POND,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Which night insect word ends with TH sound?,th_q6.webp,audio_th6.mp3,1,MOTH,BUG,FLY,,,1,,,,,,,
count_objects,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Count 3 walking paths with TH sound!,th_count1.webp,audio_th7.mp3,1,3,2,4,,🛤️,3,,,,,,,
count_objects,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Count 2 bath tubs!,th_count2.webp,audio_th8.mp3,1,2,1,3,,🛁,2,,,,,,,
count_objects,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Count 4 night moths flying!,th_count3.webp,audio_th9.mp3,1,4,2,5,,🦋,4,,,,,,,
speak_repeat,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Say out loud clearly: TH SAYS /th/ LIKE IN THIN THICK AND PATH!,speak_th1.webp,audio_th10.mp3,1,TH Says /th/ Like In Thin Thick And Path,,,,,,TH Says /th/ Like In Thin Thick And Path,,,,,,,
speak_repeat,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Say out loud clearly: WALK ON THE PATH TO TAKE A BATH!,speak_th2.webp,audio_th11.mp3,1,Walk On The Path To Take A Bath,,,,,,Walk On The Path To Take A Bath,,,,,,,
matching,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Match TH digraph words!,,,1,,,,,,,,Thin 📏,THIN,Path 🛤️,PATH,Moth 🦋,MOTH
matching,PP2-ENG-1.1.8_TH_Digraph_Thin_Thick_Path,Match TH digraph pictures!,,,1,,,,,,,,Thin,📏,Path,🛤️,Moth,🦋
multiple_choice,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Which letters blend together in STOP?,bl_q1.webp,audio_bl1.mp3,1,ST,SP,SK,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Which letters blend together in SPOON?,bl_q2.webp,audio_bl2.mp3,1,SP,ST,SK,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Which letters blend together in SKY?,bl_q3.webp,audio_bl3.mp3,1,SK,ST,SP,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Which word starts with ST blend and means halt?,bl_q4.webp,audio_bl4.mp3,1,STOP,GO,RUN,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Which eating utensil starts with SP blend?,bl_q5.webp,audio_bl5.mp3,1,SPOON,FORK,CUP,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Which blue space above starts with SK blend?,bl_q6.webp,audio_bl6.mp3,1,SKY,SUN,MOON,,,1,,,,,,,
count_objects,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Count 3 red STOP signs!,bl_count1.webp,audio_bl7.mp3,1,3,2,4,,🛑,3,,,,,,,
count_objects,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Count 4 eating spoons with SP blend!,bl_count2.webp,audio_bl8.mp3,1,4,2,5,,🥄,4,,,,,,,
count_objects,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Count 2 starry sky scenes!,bl_count3.webp,audio_bl9.mp3,1,2,1,3,,🌌,2,,,,,,,
speak_repeat,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Say out loud clearly: ST FOR STOP SP FOR SPOON SK FOR SKY!,speak_bl1.webp,audio_bl10.mp3,1,ST For Stop SP For Spoon SK For Sky,,,,,,ST For Stop SP For Spoon SK For Sky,,,,,,,
speak_repeat,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Say out loud clearly: CONSONANT BLENDS ST SP AND SK!,speak_bl2.webp,audio_bl11.mp3,1,Consonant Blends ST SP And SK,,,,,,Consonant Blends ST SP And SK,,,,,,,
matching,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Match consonant blends!,,,1,,,,,,,,Stop 🛑,ST,Spoon 🥄,SP,Sky 🌌,SK
matching,PP2-ENG-1.1.9_Consonant_Blends_ST_SP_SK,Match blend words!,,,1,,,,,,,,Stop,STOP,Spoon,SPOON,Sky,SKY
multiple_choice,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Which digraph makes the /sh/ sound in SHOP?,dgm_q1.webp,audio_dg1.mp3,1,SH,CH,TH,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Which digraph makes the /ch/ sound in CHIP?,dgm_q2.webp,audio_dg2.mp3,1,CH,SH,TH,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Which digraph makes the /th/ sound in THIN?,dgm_q3.webp,audio_dg3.mp3,1,TH,SH,CH,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Which blend starts the word STOP?,dgm_q4.webp,audio_dg4.mp3,1,ST,SP,SK,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,SH, CH, and TH are two letters that make one...?,dgm_q5.webp,audio_dg5.mp3,1,SOUND,LETTER,NUMBER,,,1,,,,,,,
multiple_choice,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Mastering digraphs makes reading words...?,dgm_q6.webp,audio_dg6.mp3,1,EASY,HARD,DARK,,,1,,,,,,,
count_objects,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Count 5 digraph grand master star trophies!,dgm_count1.webp,audio_dg7.mp3,1,5,3,4,,🏆,5,,,,,,,
count_objects,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Count 4 digraph sound cards!,dgm_count2.webp,audio_dg8.mp3,1,4,2,3,,🃏,4,,,,,,,
count_objects,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Count 3 winner medals!,dgm_count3.webp,audio_dg9.mp3,1,3,1,5,,🥇,3,,,,,,,
speak_repeat,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Say out loud clearly: I AM A PHONICS DIGRAPHS GRAND MASTER!,speak_dg1.webp,audio_dg10.mp3,1,I Am A Phonics Digraphs Grand Master,,,,,,I Am A Phonics Digraphs Grand Master,,,,,,,
speak_repeat,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Say out loud clearly: SH CH AND TH DIGRAPHS SOUNDS ARE EASY!,speak_dg2.webp,audio_dg11.mp3,1,SH CH And TH Digraphs Sounds Are Easy,,,,,,SH CH And TH Digraphs Sounds Are Easy,,,,,,,
matching,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Match digraph sounds!,,,1,,,,,,,,Shop 🏪,SH,Chip 🍟,CH,Thin 📏,TH
matching,PP2-ENG-1.1.10_Phonics_Digraphs_Grand_Master,Match master digraph words!,,,1,,,,,,,,Ship,SHIP,Bench,BENCH,Path,PATH
multiple_choice,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Find the sight word CAN: I CAN run.,sw3_q1.webp,audio_sw1.mp3,1,CAN,SEE,LIKE,,,1,,,,,,,
multiple_choice,PP2-ENG-2.1.11_Sight_Words_Level_3_Boost,Find the sight word SEE: I SEE a cat.,sw3_q2.webp,audio_sw2.mp3,1,SEE,CAN,GO,,,1,,,,,,,
